source_url,target_url
/Asheville-NC,/mattress-removal/north-carolina/asheville/
/Asheville-NC/,/mattress-removal/north-carolina/asheville/
/abilene-tx,/mattress-removal/texas/abilene/
/abilene-tx/,/mattress-removal/texas/abilene/
/broken-arrow-ok,/mattress-removal/oklahoma/tulsa/broken-arrow/
/broken-arrow-ok/,/mattress-removal/oklahoma/tulsa/broken-arrow/
/Flower-Mound-TX,/mattress-removal/texas/dallas/flower-mound/
/Flower-Mound-TX/,/mattress-removal/texas/dallas/flower-mound/
/warner-robins-ga,/mattress-removal/georgia/warner-robins/
/warner-robins-ga/,/mattress-removal/georgia/warner-robins/
/houston-tx,/mattress-removal/texas/houston/
/houston-tx/,/mattress-removal/texas/houston/
/Knoxville-TN,/mattress-removal/tennessee/knoxville/
/Knoxville-TN/,/mattress-removal/tennessee/knoxville/
/savannah-ga,/mattress-removal/georgia/savannah/
/savannah-ga/,/mattress-removal/georgia/savannah/
/toms-river-nj,/mattress-removal/new-jersey/toms-river/
/toms-river-nj/,/mattress-removal/new-jersey/toms-river/
/state-college-pa,/mattress-removal/pennsylvania/state-college/
/state-college-pa/,/mattress-removal/pennsylvania/state-college/
/tucson-az,/mattress-removal/arizona/tucson/
/tucson-az/,/mattress-removal/arizona/tucson/
/Arlington-TX,/mattress-removal/texas/dallas/arlington/
/Arlington-TX/,/mattress-removal/texas/dallas/arlington/
/kingsport-tn,/mattress-removal/tennessee/kingsport/
/kingsport-tn/,/mattress-removal/tennessee/kingsport/
/fayetteville-ar,/mattress-removal/arkansas/fayetteville/
/fayetteville-ar/,/mattress-removal/arkansas/fayetteville/
/Wilkes-Barre-PA,/mattress-removal/pennsylvania/wilkes-barre/
/Wilkes-Barre-PA/,/mattress-removal/pennsylvania/wilkes-barre/
/hillsboro-or,/mattress-removal/oregon/portland/hillsboro/
/hillsboro-or/,/mattress-removal/oregon/portland/hillsboro/
/allentown-pa,/mattress-removal/pennsylvania/allentown/
/allentown-pa/,/mattress-removal/pennsylvania/allentown/
/layton-ut,/mattress-removal/utah/ogden/layton/
/layton-ut/,/mattress-removal/utah/ogden/layton/
/altoona-pa,/mattress-removal/pennsylvania/altoona/
/altoona-pa/,/mattress-removal/pennsylvania/altoona/
/lawrence-ks,/mattress-removal/kansas/lawrence/
/lawrence-ks/,/mattress-removal/kansas/lawrence/
/brookfield-wi,/mattress-removal/wisconsin/milwaukee/brookfield/
/brookfield-wi/,/mattress-removal/wisconsin/milwaukee/brookfield/
/Gainesville-FL,/mattress-removal/florida/gainesville/
/Gainesville-FL/,/mattress-removal/florida/gainesville/
/springfield-oh,/mattress-removal/ohio/springfield/
/springfield-oh/,/mattress-removal/ohio/springfield/
/frederick-md,/mattress-removal/maryland/frederick/
/frederick-md/,/mattress-removal/maryland/frederick/
/woodbury-mn,/mattress-removal/minnesota/minneapolis/woodbury/
/woodbury-mn/,/mattress-removal/minnesota/minneapolis/woodbury/
/Huntsville-AL,/mattress-removal/alabama/huntsville/
/Huntsville-AL/,/mattress-removal/alabama/huntsville/
/vineland-nj,/mattress-removal/new-jersey/vineland/
/vineland-nj/,/mattress-removal/new-jersey/vineland/
/porterville-ca,/mattress-removal/california/porterville/
/porterville-ca/,/mattress-removal/california/porterville/
/malden-ma,/mattress-removal/massachusetts/boston/malden/
/malden-ma/,/mattress-removal/massachusetts/boston/malden/
/grand-rapids-mi,/mattress-removal/michigan/grand-rapids/
/grand-rapids-mi/,/mattress-removal/michigan/grand-rapids/
/eagan-mn,/mattress-removal/minnesota/minneapolis/eagan/
/eagan-mn/,/mattress-removal/minnesota/minneapolis/eagan/
/oshkosh-wi,/mattress-removal/wisconsin/oshkosh/
/oshkosh-wi/,/mattress-removal/wisconsin/oshkosh/
/lima-oh,/mattress-removal/ohio/lima/
/lima-oh/,/mattress-removal/ohio/lima/
/Cincinnati-OH,/mattress-removal/ohio/cincinnati/
/Cincinnati-OH/,/mattress-removal/ohio/cincinnati/
/jersey-city-nj,/mattress-removal/new-jersey/jersey-city/
/jersey-city-nj/,/mattress-removal/new-jersey/jersey-city/
/great-falls-mt,/mattress-removal/montana/great-falls/
/great-falls-mt/,/mattress-removal/montana/great-falls/
/paterson-nj,/mattress-removal/new-jersey/paterson/
/paterson-nj/,/mattress-removal/new-jersey/paterson/
/west-palm-beach-fl,/mattress-removal/florida/west-palm-beach/
/west-palm-beach-fl/,/mattress-removal/florida/west-palm-beach/
/murray-ut,/mattress-removal/utah/salt-lake-city/murray/
/murray-ut/,/mattress-removal/utah/salt-lake-city/murray/
/evansville-in,/mattress-removal/indiana/evansville/
/evansville-in/,/mattress-removal/indiana/evansville/
